Index,Ticker,Stock Name,Sector,Industry,PE Ratio,Employees,Beta,Market Cap,VALUE RATIO,VALUE RATIO w/o BETA,EBIT GROWTH YoY,VALUE RATIO WITHOUT EMPLOYEES,
1599,CWT,CALIFORNIA WATER SERVICE GROUP (Water Utility),Utilities,Regulated Water,13.36416185,1266,0.489,"$2,745,626,526.00 ",79355.10832,162280.3851,-0.395777847,"$100,463,567.13 ",
5478,EVAX,Evaxion Biotech A/S (AI Biotech),Healthcare,Biotechnology,-0.293206897,49,-0.229,"$4,976,262.00 ",79317.39792,-346364.1831,0.121398037,"$3,886,552.50 ",
1538,CVBF,CVB FINANCIAL CORP (Bank),Financial Services,Banks - Regional,14.96503497,1107,0.438,"$2,990,505,980.00 ",79066.66645,180517.5033,0.046500465,"$87,526,799.76 ",
2627,ORRF,ORRSTOWN FINANCIAL SERVICES INC (Bank),Financial Services,Banks - Regional,19.38095238,410,0.89,"$705,650,400.00 ",79035.2129,88803.61,2.617341336,"$32,404,437.29 ",
4468,VIVC,VIVIC CORP. (Unknown - Possibly Fin),Industrials,Conglomerates,42.06349206,14,0.737,"$63,045,070.00 ",78901.49988,107057.666,0.151633207,"$1,104,621.00 ",
1218,BCC,BOISE CASCADE Co (Wood Products),Basic Materials,Construction Materials,12.23346304,7480,1.514,"$4,764,090,630.00 ",78823.34806,52062.97758,-0.460736245,"$589,598,643.51 ",
2021,VECO,VEECO INSTRUMENTS INC (Semiconductor Equip),Technology,Semiconductors,19.12413793,1215,1.169,"$1,563,671,628.00 ",78668.69069,67295.71487,0.159944275,"$95,582,459.18 ",
681,AGR,"Avangrid, Inc. (Electric Utilities)",Utilities,Regulated Electric,12.24570447,8000,0.558,"$13,808,853,590.00 ",78653.50175,140956.0963,-0.187062937,"$629,228,013.96 ",
1650,BKE,BUCKLE INC (Apparel Retail),Consumer Cyclical,Apparel - Retail,12.68341709,2800,1.082,"$2,567,631,066.00 ",78228.60336,72300.00311,-0.173933051,"$219,040,089.41 ",
539,ULTA,"Ulta Beauty, Inc. (Cosmetics Retail)",Consumer Cyclical,Specialty Retail,16.81170382,20000,1.326,"$19,820,070,225.00 ",78164.03798,58947.2383,0.024056365,"$1,563,280,759.63 ",
447,VLTO,"Veralto Corp (Instrumentation, spun from Danaher)",Industrials,Industrial - Pollution & Treatment Controls,31.18348624,16000,1.55,"$25,123,501,739.00 ",78048.97798,50354.17934,0.057513915,"$1,248,783,647.72 ",
104,DE,DEERE & CO,Industrials,Agricultural - Machinery,16.71929825,83000,0.935,"$115,837,600,500.00 ",78048.58364,83474.421,0.505447051,"$6,478,032,441.79 ",
5304,KPRX,KIORA PHARMACEUTICALS INC (Biotech/Ophthalmology),Healthcare,Biotechnology,-2.934054054,12,-0.294,"$9,346,861.00 ",78048.35572,-265470.5977,-0.022533205,"$936,580.27 ",
503,WAT,WATERS CORP /DE/ (Analytical Instruments),Healthcare,Medical - Diagnostics & Research,33.84458175,7900,0.973,"$21,442,527,106.00 ",78031.96892,80197.29591,-0.063795877,"$616,452,554.45 ",
2474,INVX,"Innovex International, Inc. (Unknown - Possibly Tech)",Energy,Oil & Gas Equipment & Services,8.916758545,1045,0.842,"$863,425,800.00 ",78021.41386,92662.01171,-0.981829345,"$81,532,377.48 ",
2796,BBW,BUILD-A-BEAR WORKSHOP INC (Toy Retail),Consumer Cyclical,Specialty Retail,11.19893899,1000,1.519,"$574,018,129.00 ",77858.58453,51256.47434,0.322253897,"$77,858,584.53 ",
202,BNS,BANK OF NOVA SCOTIA,Financial Services,Banks - Diversified,9.32173913,89239,0.978,"$65,917,247,700.00 ",77497.24797,79240.53985,-1,"$6,915,776,911.53 ",
470,CDW,CDW Corp (IT Distributor),Technology,Information Technology Services,20.83474065,15100,1.053,"$23,136,629,360.00 ",77439.6559,73541.93343,-0.031293223,"$1,169,338,804.13 ",
1379,CNO,"CNO Financial Group, Inc. (Insurance)",Financial Services,Insurance - Life,14.20605102,3500,1.031,"$3,732,037,440.00 ",77386.15035,75059.31169,-1,"$270,851,526.24 ",
1236,EXPO,EXPONENT INC (Engineering Consulting),Industrials,Consulting Services,44.03125,949,0.695,"$4,640,382,945.00 ",77181.17738,111052.0538,-0.209596569,"$73,244,937.33 ",
2145,HIMX,"Himax Technologies, Inc. (Display Driver Semis)",Technology,Semiconductors,16.90079017,2200,2.154,"$1,332,087,500.00 ",77170.04639,35826.39108,-0.832243087,"$169,774,102.05 ",
2140,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC (Security Systems)",Industrials,Security & Protection Services,26.6350365,1070,1.636,"$1,342,454,640.00 ",77062.98828,47104.51606,0.774707337,"$82,457,397.46 ",
1512,HBM,Hudbay Minerals Inc. (Mining),Basic Materials,Copper,32.94265383,2233,1.832,"$3,092,380,291.00 ",77014.24466,42038.34316,1.320676918,"$171,972,808.33 ",
361,RMD,RESMED INC (Medical Devices),Healthcare,Medical - Instruments & Supplies,30.64597094,9980,0.687,"$34,203,468,000.00 ",76828.60597,111832.032,0.166116103,"$766,749,487.62 ",
4965,SCIA,"SCI Engineered Materials, Inc. (Electronic Materials)",Technology,Semiconductors,10.82004556,23,0.881,"$21,698,618.00 ",76815.88831,87191.70069,0.005656761,"$1,766,765.43 ",
2412,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. (Airline)",Industrials,"Airlines, Airports & Air Services",13.86148649,128,1.04,"$130,832,197.00 ",76688.13885,73738.59505,0.392176108,"$9,816,081.77 ",
388,MTB,M&T BANK CORP (Bank),Financial Services,Banks - Regional,13.38406317,21986,0.732,"$30,745,161,300.00 ",76481.01722,104482.264,0.489648376,"$1,681,511,644.54 ",
863,APPF,APPFOLIO INC (Property Mgmt Software),Technology,Software - Application,68.62191781,1504,0.828,"$9,520,214,911.00 ",76377.6693,92243.56196,1.013306619,"$114,872,014.63 ",
849,DSGX,Descartes Systems Group Inc (Logistics Software),Technology,Software - Application,70.94444444,1334,0.736,"$9,809,658,392.00 ",76288.21908,103652.4716,0.095182238,"$101,768,484.25 ",
1635,WAFD,WAFD INC (Bank),Financial Services,Banks - Regional,12.78968254,2208,0.822,"$2,617,923,450.00 ",76202.62413,92703.9223,-4.387014114,"$168,255,394.08 ",
773,SRPT,"Sarepta Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,92.01272995,1314,0.803,"$11,466,184,788.00 ",76153.73362,94836.53003,0.500515665,"$100,066,005.97 ",
32,TMUS,"T-Mobile US, Inc.",Communication Services,Telecommunications Services,24.71557562,67000,0.496,"$254,135,705,100.00 ",76120.53471,153468.82,1.180345407,"$5,100,075,825.37 ",
724,ELS,EQUITY LIFESTYLE PROPERTIES INC (REIT),Real Estate,REIT - Residential,33.425,4000,0.797,"$12,765,894,180.00 ",76098.86059,95481.63186,0.153371406,"$304,395,442.38 ",
306,E,ENI SPA,Energy,Oil & Gas Integrated,16.58125,33142,0.994,"$42,032,997,967.00 ",76029.2613,76488.19044,-0.528440891,"$2,519,761,777.86 ",
1329,GVA,GRANITE CONSTRUCTION INC (Construction),Industrials,Engineering & Construction,34.5210728,2100,1.402,"$3,924,080,102.00 ",75889.6062,54129.53367,-0.062297232,"$159,368,173.03 ",
1899,FBNC,FIRST BANCORP /NC/ (Bank),Financial Services,Banks - Regional,17.64516129,1396,1.036,"$1,803,333,678.00 ",75844.62319,73209.09574,-0.276527156,"$105,879,093.97 ",
353,VEEV,VEEVA SYSTEMS INC (Life Sci Software),Healthcare,Medical - Healthcare Information Services,53.21549637,7172,0.813,"$35,593,614,000.00 ",75820.07918,93259.62999,-0.064817215,"$543,781,607.91 ",
436,DOV,DOVER Corp (Industrial Machinery),Industrials,Industrial - Machinery,16.83022222,25000,1.218,"$26,115,183,160.00 ",75598.03471,62067.35198,-0.009415441,"$1,889,950,867.74 ",
4239,PFBX,PEOPLES FINANCIAL CORP /MS/ (Bank),Financial Services,Banks - Regional,3.923541247,137,0.447,"$90,902,955.00 ",75593.897,169113.8635,0.988463313,"$10,356,363.89 ",
338,EXC,EXELON CORP (Electric Utilities),Utilities,Regulated Electric,15.18930041,19962,0.61,"$37,530,400,500.00 ",75504.21752,123777.4058,0.213574661,"$1,507,215,190.10 ",
604,PNR,PENTAIR plc (Industrial Machinery - Water),Industrials,Industrial - Machinery,25.14179104,10500,1.189,"$16,741,204,920.00 ",75402.03298,63416.34397,0.24172686,"$791,721,346.27 ",
652,DPZ,DOMINOS PIZZA INC (Restaurants),Consumer Cyclical,Restaurants,25.89111922,6500,0.859,"$14,766,401,180.00 ",75370.89043,87742.59654,0.067186249,"$489,910,787.78 ",
176,USB,US BANCORP \DE\,Financial Services,Banks - Regional,14.57492355,70000,1.04,"$73,890,820,950.00 ",75321.59458,72424.61017,-0.253117563,"$5,272,511,620.69 ",
613,SOFI,"SoFi Technologies, Inc. (Consumer Finance/FinTech)",Financial Services,Financial - Credit Services,79.78947368,4400,1.613,"$16,380,339,250.00 ",75259.09346,46657.83848,0.515859637,"$331,140,011.23 ",
1708,FBK,FB Financial Corp (Bank),Financial Services,Banks - Regional,22.37608696,1591,1.119,"$2,393,299,109.00 ",75226.82714,67226.8339,-0.082432992,"$119,685,881.98 ",
888,BLD,TopBuild Corp (Insulation/Building Products Dist),Industrials,Engineering & Construction,15.48796389,14012,1.793,"$9,104,797,386.00 ",75223.94735,41954.23723,0.122761439,"$1,054,037,950.31 ",
712,POOL,POOL CORP (Pool Supplies Distributor),Industrials,Industrial - Distribution,29.17023097,6000,1.008,"$13,058,744,825.00 ",75209.17928,74612.28103,-0.271661745,"$451,255,075.67 ",
1235,POR,PORTLAND GENERAL ELECTRIC /OR/ (Utility),Utilities,Regulated Electric,13.15625,2842,0.605,"$4,644,282,240.00 ",75148.06254,124211.6736,-0.002518892,"$213,570,793.74 ",
672,UDR,"UDR, Inc. (Residential REIT)",Real Estate,REIT - Residential,114.5023949,1397,0.847,"$14,186,630,200.00 ",75119.32591,88688.69647,1.531788497,"$104,941,698.29 ",
1473,ATMU,Atmus Filtration Technologies Inc. (Industrial Filters),Industrials,Industrial - Pollution & Treatment Controls,17.99078341,4500,1.881926,"$3,230,359,099.00 ",75091.49595,39901.40736,0.298484056,"$337,911,731.76 ",
577,SNA,Snap-on Inc (Tools),Industrials,Manufacturing - Tools & Accessories,17.12753036,13200,0.954,"$17,780,657,301.00 ",75028.71511,78646.45189,0.085487078,"$990,379,039.40 ",
1718,VC,VISTEON CORP (Auto Electronics),Consumer Cyclical,Auto - Parts,4.565077665,10000,1.45,"$2,360,587,383.00 ",74979.0465,51709.68724,0.379310345,"$749,790,465.03 ",
150,DUK,Duke Energy CORP,Utilities,Regulated Electric,18.7693662,27037,0.457,"$83,134,512,840.00 ",74866.83049,163822.3862,0.175981371,"$2,024,174,495.99 ",
322,GRMN,"GARMIN LTD (Consumer Electronics, Wearables)",Technology,"Hardware, Equipment & Parts",26.11111111,19900,0.983,"$39,568,671,500.00 ",74855.9899,76150.54924,0.062572664,"$1,489,634,199.04 ",
4747,SURG,"SurgePays, Inc. (Prepaid Wireless/FinTech)",Technology,Software - Application,5.767841788,99,1.49,"$28,679,303.00 ",74835.2695,50225.01309,0.384810872,"$7,408,691.68 ",
16,ORCL,ORACLE CORP,Technology,Software - Infrastructure,40.36904762,159000,1.013,"$474,056,750,400.00 ",74815.94269,73855.81707,0.123116313,"$11,895,734,887.67 ",
2419,SXC,"SunCoke Energy, Inc. (Coke for Steel)",Energy,Coal,10.80693069,1151,1.002,"$925,856,223.00 ",74581.92383,74433.05771,-0.186076773,"$85,843,794.33 ",
1867,AMPH,"Amphastar Pharmaceuticals, Inc. (Pharma)",Healthcare,Drug Manufacturers - Specialty & Generic,11.95398773,1761,0.824,"$1,900,176,928.00 ",74378.78685,90265.51803,1.501231652,"$130,981,043.65 ",
141,TT,Trane Technologies plc,Industrials,Construction,34.91875115,40000,1.221,"$85,045,570,560.00 ",74344.46983,60888.18168,0.196411592,"$2,973,778,793.17 ",
5380,EGRX,"EAGLE PHARMACEUTICALS, INC. (Pharma)",Healthcare,Drug Manufacturers - Specialty & Generic,0.462184874,134,0.62,"$7,386,174.00 ",73941.91556,119261.1541,0,"$9,908,216.68 ",
192,SAN,"Banco Santander, S.A.",Financial Services,Banks - Diversified,5.915584416,208080,1.32,"$68,841,593,650.00 ",73823.87735,55927.17981,-0.575604452,"$15,361,272,399.77 ",
673,SWKS,"SKYWORKS SOLUTIONS, INC. (Semiconductors)",Technology,Semiconductors,23.77956989,9750,1.205,"$14,162,603,760.00 ",73607.4107,61084.98814,-0.433422222,"$717,672,254.37 ",
988,MNSO,MINISO Group Holding Ltd (Variety Retail),Consumer Cyclical,Specialty Retail,3.00128866,5245,0.16,"$7,237,141,404.00 ",73558.65523,459741.5952,0.386525753,"$385,815,146.70 ",
924,CRS,CARPENTER TECHNOLOGY CORP (Specialty Metals),Industrials,Manufacturing - Metal Fabrication,36.63876652,4600,1.466,"$8,441,732,264.00 ",73428.87397,50087.90858,1.427498122,"$337,772,820.28 ",
3140,BWB,Bridgewater Bancshares Inc (Bank),Financial Services,Banks - Regional,13.17757009,265,0.674,"$380,120,202.00 ",73366.81048,108852.8345,-0.428292988,"$19,442,204.78 ",
537,NTRS,NORTHERN TRUST CORP (Bank),Financial Services,Asset Management,12.51116625,23300,1.073,"$19,914,962,460.00 ",73303.63278,68316.52636,-0.352545969,"$1,707,974,643.82 ",
162,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,49.77831197,21000,0.979,"$77,966,960,130.00 ",73018.65578,74584.93951,0.381095725,"$1,533,391,771.37 ",
817,SF,STIFEL FINANCIAL CORP (Investment Bank),Financial Services,Financial - Capital Markets,17.49744898,8892,1.081,"$10,472,758,960.00 ",72763.33767,67311.13568,-0.21359493,"$647,011,598.59 ",
2967,TCBX,"Third Coast Bancshares, Inc. (Bank)",Financial Services,Banks - Regional,11.62116041,358,0.653,"$463,448,044.00 ",72741.40953,111395.7267,-1,"$26,041,424.61 ",
54,SHEL,Shell plc,Energy,Oil & Gas Integrated,12.40635438,103000,0.488,"$190,080,639,725.00 ",72589.91701,148749.8299,-0.066188588,"$7,476,761,451.80 ",
2054,SASR,SANDY SPRING BANCORP INC (Bank),Financial Services,Banks - Regional,17.65,1084,0.927,"$1,497,151,169.00 ",72538.97189,78251.31812,-0.4360029,"$78,632,245.53 ",
767,PAYC,"Paycom Software, Inc. (HR Software)",Technology,Software - Application,24.84476534,7308,1.139,"$11,556,169,114.00 ",72494.35246,63647.36827,0.19183266,"$529,788,727.75 ",
305,AME,AMETEK INC/ (Electronic Instruments),Industrials,Industrial - Machinery,31.51299827,21500,1.163,"$42,164,626,442.00 ",72376.86808,62232.90463,0.431890283,"$1,556,102,663.79 ",
965,ZION,ZIONS BANCORPORATION (Bank),Financial Services,Banks - Regional,11.97266515,9503,1.06,"$7,766,644,380.00 ",72358.19417,68262.44733,-0.21091997,"$687,619,919.18 ",
1141,STRL,"STERLING INFRASTRUCTURE, INC. (Construction)",Industrials,Engineering & Construction,28.43394649,3000,1.152,"$5,355,443,247.00 ",72325.17679,62782.27152,0.287264653,"$216,975,530.38 ",
1283,ADMA,"ADMA BIOLOGICS, INC. (Biotech)",Healthcare,Biotechnology,61.02865033,624,0.645,"$4,264,475,600.00 ",72228.23349,111981.7574,1.549522572,"$45,070,417.70 ",
33,MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,20.53020833,70000,0.411,"$252,432,775,600.00 ",72193.1793,175652.5044,-0.847724109,"$5,053,522,550.96 ",
2405,VTOL,Bristow Group Inc. (Helicopter Services),Energy,Oil & Gas Equipment & Services,20.4637917,95,1.074,"$130,550,000.00 ",72122.61183,67153.26986,0.243759759,"$6,851,648.12 ",
586,MANH,MANHATTAN ASSOCIATES INC (Supply Chain Software),Technology,Software - Application,79.79831461,4580,1.517,"$17,323,092,716.00 ",71903.79519,47398.67844,0.374466274,"$329,319,381.98 ",
1834,CABO,"Cable One, Inc. (Cable/Telecom)",Communication Services,Telecommunications Services,7.755864942,2993,0.834,"$1,997,837,873.00 ",71777.66691,86064.34882,-0.022423463,"$214,830,557.07 ",
1001,FOUR,"Shift4 Payments, Inc. (Payment Processing)",Technology,Software - Infrastructure,52.54736842,3030,1.635,"$6,963,317,650.00 ",71505.65089,43734.34305,0.975903614,"$216,662,122.20 ",
215,RCL,ROYAL CARIBBEAN CRUISES LTD,Consumer Cyclical,Travel Services,22.98105683,98100,2.6,"$61,989,400,125.00 ",71491.06677,27496.56414,4.394136093,"$7,013,273,650.44 ",
3294,VMD,"VIEMED HEALTHCARE, INC. (Home Respiratory Care)",Healthcare,Medical - Devices,75,68,2.647,"$137,438,374.00 ",71333.21098,26948.70078,0.6327246,"$4,850,658.35 ",
3151,PSIX,"POWER SOLUTIONS INTERNATIONAL, INC. (Engines)",Industrials,Industrial - Machinery,6.944915254,700,0.923,"$374,663,484.00 ",71134.13876,77068.40602,0.799650435,"$49,793,897.13 ",
3826,CZWI,Citizens Community Bancorp Inc. (Bank),Financial Services,Banks - Regional,11.59219858,214,1.079,"$163,050,875.00 ",70919.39024,65726.96037,-0.379197714,"$15,176,749.51 ",
1472,NWE,"NorthWestern Energy Group, Inc. (Electric & Gas Utility)",Utilities,Diversified Utilities,14.23513514,1573,0.489,"$3,235,550,334.00 ",70658.87238,144496.6715,0.141980236,"$111,146,406.25 ",
1460,FORM,FORMFACTOR INC (Semiconductor Test),Technology,Semiconductors,24.80857143,2115,1.12,"$3,304,042,596.00 ",70526.37011,62969.97331,0.507065851,"$149,163,272.78 ",
1823,VYX,NCR Voyix Corp (Spinoff NCR - Payment/ATM Tech),Technology,Information Technology Services,3.229024943,15500,1.721,"$2,050,120,560.00 ",70494.81472,40961.54254,-0.924335378,"$1,092,669,628.15 ",
1517,EGO,ELDORADO GOLD CORP /FI (Gold Mining),Basic Materials,Gold,11.15555556,4800,1.233,"$3,060,330,850.00 ",70469.14722,57152.59304,1.570385539,"$338,251,906.66 ",
1944,SJW,SJW GROUP (Water Utility),Utilities,Regulated Water,18.73913043,808,0.621,"$1,715,880,600.00 ",70374.91275,113325.1413,0.140916795,"$56,862,929.50 ",
223,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,REIT - Office,139.6312823,3664,0.609,"$59,111,256,600.00 ",70363.80122,115539.9035,-0.111036343,"$257,812,967.67 ",
1169,PFSI,PennyMac Financial Services (Mortgage Finance),Financial Services,Financial - Mortgages,30.11261261,4309,1.791,"$5,094,512,742.00 ",70319.10062,39262.47941,0.671114313,"$303,005,004.55 ",
2339,OBK,"Origin Bancorp, Inc. (Bank)",Financial Services,Banks - Regional,13.72131148,1049,0.983,"$1,028,567,100.00 ",70244.93828,71459.7541,0.299947879,"$73,686,940.26 ",
1902,CVI,CVR ENERGY INC (Refining),Energy,Oil & Gas Refining & Marketing,24.98591549,1566,1.525,"$1,800,510,210.00 ",70174.35146,46015.96817,0.166147456,"$109,893,034.39 ",
1916,DFIN,"Donnelley Financial Solutions, Inc. (RegTech/FinTech)",Financial Services,Financial - Capital Markets,18.31818182,1900,1.381,"$1,768,286,205.00 ",70163.34266,50806.18585,-0.24137931,"$133,310,351.05 ",
1942,MNKD,MANNKIND CORP (Biotech),Healthcare,Biotechnology,77.49683944,411,1.296,"$1,719,751,608.00 ",69975.32317,53993.30491,1.125912276,"$28,759,857.82 ",
1013,WEX,WEX Inc. (Payment Processing),Technology,Software - Infrastructure,20.94360902,7200,1.574,"$6,700,502,303.00 ",69940.39337,44434.81154,0.377271508,"$503,570,832.27 ",
1614,BOH,BANK OF HAWAII CORP (Bank),Financial Services,Banks - Regional,20.76946108,1899,1.016,"$2,714,802,060.00 ",69932.92375,68831.61786,-0.276559248,"$132,802,622.19 ",
850,CHDN,Churchill Downs Inc (Casinos/Racetracks),Consumer Cyclical,"Gambling, Resorts & Casinos",23.80900901,5660,0.957,"$9,797,110,110.00 ",69574.8336,72700.97555,0.00373732,"$393,793,558.20 ",
130,TD,TORONTO DOMINION BANK,Financial Services,Banks - Diversified,10.47088353,102190,0.822,"$90,436,450,900.00 ",69474.20727,84518.50033,-1,"$7,099,569,241.39 ",
1452,IFS,Intercorp Financial Services Inc. (Peru Bank/Finance),Financial Services,Banks - Regional,4.611290323,8333,0.801,"$3,330,674,800.00 ",69428.99832,86677.90052,-0.568006439,"$578,551,842.96 ",
4137,SATX,SatixFy Communications Ltd. (Satellite Comm Tech),Technology,Communication Equipment,10.72727273,135,0.956,"$105,161,089.00 ",69420.84191,72615.94342,-0.872858552,"$9,371,813.66 ",
2635,HBT,"HBT Financial, Inc. (Bank)",Financial Services,Banks - Regional,10.14479638,844,0.854,"$695,253,582.00 ",69345.02747,81200.26636,0.025088818,"$58,527,203.19 ",
1207,NXST,"NEXSTAR MEDIA GROUP, INC. (TV Broadcasting)",Communication Services,Entertainment,8.764250138,11877,1.477,"$4,881,916,403.00 ",69270.65801,46899.56534,-0.460406981,"$822,727,605.18 ",
2301,IGIC,International General Insurance Holdings Ltd. (Insurance),Financial Services,Insurance - Diversified,7.9375,401,0.203,"$1,085,884,150.00 ",69255.04583,341157.8613,0.463858146,"$27,771,273.38 ",
5211,YQ,17 Education & Technology Group Inc. (Online Edu),Consumer Defensive,Education & Training Services,-0.05613157,503,-0.158,"$12,354,456.00 ",69136.20541,-437570.9203,-0.623268987,"$34,775,511.32 ",
2209,RES,RPC INC (Oilfield Services),Energy,Oil & Gas Equipment & Services,10.38319635,2691,1.59,"$1,213,516,940.00 ",69055.48869,43431.12496,0.283722153,"$185,828,320.06 ",
2144,SILA,"Sila Realty Trust, Inc. (Healthcare REIT)",Real Estate,REIT - Healthcare Facilities,61.80608851,48,0.153,"$1,332,545,648.00 ",68722.82902,449168.8171,-0.069806604,"$3,298,695.79 ",
332,XEL,XCEL ENERGY INC (Electric Utility),Utilities,Regulated Electric,19.77744807,11311,0.398,"$38,514,410,940.00 ",68522.79618,172167.8296,0.021828666,"$775,061,347.65 ",
679,BSY,BENTLEY SYSTEMS INC (Infrastructure Software),Technology,Software - Application,40.52586207,5200,1.041,"$13,864,055,280.00 ",68486.5683,65789.21066,0.105123387,"$356,130,155.15 ",
1531,TEX,TEREX CORP (Industrial Machinery),Industrials,Agricultural - Machinery,6.608946609,10200,1.534,"$3,007,670,000.00 ",68442.06879,44616.73324,0.51547619,"$698,109,101.64 ",
5370,MWG,Multi Ways Holdings Ltd (Used construction equipment),Industrials,Rental & Leasing Services,2.902552204,92,2.4180584,"$7,555,800.00 ",68419.4175,28295.1882,-2.28840519,"$6,294,586.41 ",
3853,CFBK,CF BANKSHARES INC. (Bank),Financial Services,Banks - Regional,11.8804878,103,0.534,"$156,471,308.00 ",68281.72319,127868.3955,-1,"$7,033,017.49 ",
1669,HWKN,HAWKINS INC (Specialty Chemicals),Basic Materials,Chemicals - Specialty,30.42893401,928,0.763,"$2,524,967,025.00 ",68225.31259,89417.18557,0.180215542,"$63,313,090.08 ",
1324,BL,"BLACKLINE, INC. (Accounting Software)",Technology,Software - Application,29.69761905,1750,0.896,"$3,950,020,883.00 ",68100.09546,76004.57082,1.38038176,"$119,175,167.05 ",
105,NKE,"NIKE, Inc.",Consumer Cyclical,Apparel - Footwear & Accessories,22.02857143,79400,1.035,"$115,016,020,306.00 ",68059.98516,65758.43976,0.32318038,"$5,403,962,821.42 ",
114,ADI,ANALOG DEVICES INC,Technology,Semiconductors,63.4224924,26000,1.078,"$103,733,517,455.00 ",67814.28892,62907.50364,-0.468287092,"$1,763,171,511.95 ",
680,RL,RALPH LAUREN CORP (Apparel),Consumer Cyclical,Apparel - Manufacturers,20.75304022,14800,1.504,"$13,836,576,897.00 ",67753.70582,45049.00653,0.074126669,"$1,002,754,846.16 ",
154,PH,PARKER HANNIFIN CORP,Industrials,Industrial - Machinery,28.56469542,61120,1.432,"$82,579,028,800.00 ",67732.92733,47299.53026,1.277632128,"$4,139,836,518.57 ",
1031,DINO,HF Sinclair Corp (Refining),Energy,Oil & Gas Refining & Marketing,20.86503067,5218,1.162,"$6,340,722,400.00 ",67673.98735,58239.2318,-0.456726511,"$353,122,865.97 ",
2475,UVSP,UNIVEST FINANCIAL Corp (Bank),Financial Services,Banks - Regional,11.948,920,0.861,"$862,138,487.00 ",67530.06118,78432.12681,-1,"$62,127,656.29 ",
3307,OBT,"Orange County Bancorp, Inc. (Bank)",Financial Services,Banks - Regional,10.61816406,197,0.456,"$309,694,015.00 ",67512.15915,148052.9806,0.02024058,"$13,299,895.35 ",
684,CNH,CNH Industrial N.V. (Farm & Const. Machinery),Industrials,Agricultural - Machinery,8.076642336,40220,1.597,"$13,726,290,200.00 ",67481.56954,42255.20948,0.135215794,"$2,714,108,727.05 ",
2911,GBLI,"Global Indemnity Group, LLC (Insurance)",Financial Services,Insurance - Property & Casualty,12.07195205,266,0.434,"$497,919,891.00 ",67296.12645,155060.1992,11.36313176,"$17,900,769.64 ",
1530,AWR,AMERICAN STATES WATER CO (Water Utility),Utilities,Regulated Water,26.87542088,815,0.489,"$3,013,924,806.00 ",67286.56982,137600.3473,0.553586658,"$54,838,554.41 ",
1209,ALKS,Alkermes plc. (Biopharma),Healthcare,Biotechnology,14.95273632,2100,0.435,"$4,854,090,000.00 ",67244.5531,154585.1795,3.910919762,"$141,213,561.51 ",
1375,ASGN,ASGN Inc (IT Staffing),Technology,Information Technology Services,21.08521303,3700,1.4,"$3,744,403,000.00 ",67194.06312,47995.75937,-0.110866911,"$248,618,033.53 ",
2673,SMBC,"SOUTHERN MISSOURI BANCORP, INC. (Bank)",Financial Services,Banks - Regional,13.49656751,693,0.951,"$660,333,063.00 ",67140.87456,70600.28871,0.277823828,"$46,528,626.07 ",
1527,HP,"Helmerich & Payne, Inc. (Drilling)",Energy,Oil & Gas Drilling,8.85755814,7100,1.392,"$3,020,433,909.00 ",66855.35698,48028.2737,-0.195750406,"$474,673,034.59 ",
3612,VABK,Virginia National Bankshares Corp (Bank),Financial Services,Banks - Regional,13.60344828,147,0.635,"$209,895,163.00 ",66651.48212,104962.964,-0.266530098,"$9,797,767.87 ",
1230,PECO,"Phillips Edison & Company, Inc. (Retail REIT)",Real Estate,REIT - Retail,79.77083333,290,0.33,"$4,656,348,000.00 ",66422.80988,201281.2421,0.300902725,"$19,262,614.87 ",
2358,BFC,Bank First Corp (Bank),Financial Services,Banks - Regional,12.44594595,364,0.3,"$1,002,962,118.00 ",66416.57722,221388.5907,0.626147998,"$24,175,634.11 ",
237,BK,Bank of New York Mellon Corp,Financial Services,Asset Management,16.87583149,52600,1.06,"$55,541,488,420.00 ",66324.26638,62570.06262,-0.239089629,"$3,488,656,411.39 ",
3854,PAYS,"Paysign, Inc. (Payment Cards FinTech)",Technology,Software - Infrastructure,18.36433611,123,0.958,"$156,355,973.00 ",66313.14743,69220.40442,-1.48573337,"$8,156,517.13 ",
53,PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,19.57226624,82700,0.56,"$191,578,378,450.00 ",66280.8235,118358.6134,0.012197066,"$5,481,424,103.70 ",
328,DAL,"DELTA AIR LINES, INC. (Airlines)",Industrials,"Airlines, Airports & Air Services",7.844621514,100000,1.341,"$38,765,256,075.00 ",66267.32508,49416.3498,2.418575851,"$6,626,732,507.59 ",
344,IT,GARTNER INC (IT Research & Consulting),Technology,Information Technology Services,35.55929722,20990,1.322,"$37,377,546,258.00 ",66202.84223,50077.79291,0.124360164,"$1,389,597,658.45 ",
4681,RAVE,"RAVE RESTAURANT GROUP, INC. (Pizza Restaurants)",Consumer Cyclical,Restaurants,14.62264151,21,0.513,"$39,574,204.00 ",66112.62873,128874.5199,1.932219127,"$1,388,365.20 ",
